Service_Quality,Product_Quality,Delivery_Speed,Satisfaction_Score,Satisfaction_Category
2,3,3,3.2214285891872527,0
6,1,4,3.2675376519890706,0
2,7,1,2.4177253585682816,0
7,8,3,4.938873975154451,0
9,5,4,7.537244496535369,1
1,3,5,2.342513835812307,0
1,2,2,0.7636328304560224,0
2,1,1,1.5043986547165777,0
3,8,2,1.9154062026343888,0
3,8,7,5.903226274689448,1
7,5,4,3.2758588811224496,0
6,2,4,2.218952575639482,0
6,2,9,5.119080377184372,1
1,4,4,2.4605984711400213,0
7,9,3,6.411997443132823,1
5,4,5,5.2266716244043545,1
5,8,6,4.530929028620461,0
8,1,1,3.5617951465002857,0
6,5,9,7.023370811444775,1
2,7,3,4.397200932918151,0
3,2,9,4.961814903101531,0
4,6,7,5.580774347967527,1
3,4,1,1.679972239628898,0
9,6,6,8.296728002889587,1
2,6,6,3.934388769016521,0
8,2,6,4.1401418977781335,0
9,5,3,6.864826780212205,1
3,1,1,2.882096561600953,0
8,9,2,8.036768298319693,1
9,1,7,6.665081103094221,1
1,4,6,3.13750111899352,0
2,4,5,3.3083421025656525,0
3,5,6,5.558265843578699,1
4,5,2,3.8265377789637793,0
7,1,5,6.532533802410766,1
3,1,3,2.7922068154761535,0
1,9,6,3.810277537905778,0
9,2,3,5.9020177500445925,1
4,5,5,3.689558256263415,0
6,3,4,3.751395106611718,0
6,4,4,5.853339061907687,1
7,4,8,5.764715495941077,1
5,3,4,2.037663919220936,0
2,4,7,3.689038622089569,0
6,4,2,4.290525392346661,0
5,1,4,3.460411067885326,0
6,7,1,5.066094430078313,1
2,7,3,4.5003541073333,0
6,7,8,6.603578234949019,1
7,3,4,5.569319961958069,1
4,2,6,2.4366506956033676,0
3,2,8,6.298098084162566,1
3,2,8,4.283001231407361,0
4,2,5,2.18558790658857,0
9,6,4,8.877567016981141,1
8,1,7,5.096387093155235,1
6,2,7,5.697612453751738,1
9,6,1,4.992394681763195,0
8,5,4,5.2600223611554355,1
1,3,3,2.7615681362710154,0
3,8,6,4.839822450360463,0
2,3,5,2.81859036092179,0
7,8,3,5.910478503333491,1
4,1,8,4.9981860136925125,0
1,6,8,5.284738198697027,1
8,1,6,3.5166630967892027,0
1,4,6,3.513421190615588,0
6,3,5,4.923195691501797,0
6,5,1,3.780662905743092,0
1,1,5,3.348868170926753,0
3,8,4,5.364543056008536,1
7,4,3,5.887281232882075,1
3,8,9,6.5928791677987295,1
6,9,5,5.393068877727604,1
5,2,6,2.9003236827562224,0
7,9,4,5.665069778664256,1
1,2,4,2.7099215880529353,0
7,5,8,5.195754892269724,1
9,9,7,8.753968956371407,1
1,6,3,2.814190155033981,0
2,9,3,5.042438767458209,1
9,6,2,5.717568937614497,1
9,5,8,6.811797399482258,1
5,8,2,3.470453212926728,0
8,7,2,4.711032120056015,0
2,4,5,3.684130787938055,0
7,7,7,8.814078170884109,1
4,9,4,5.804682909880434,1
2,2,6,0.2075042954007853,0
1,5,7,5.057376375749698,1
9,1,4,3.8896425899079285,0
6,9,1,5.006548397476663,1
8,2,5,6.041430183474685,1
1,2,4,2.1608301502775684,0
1,3,5,2.5653564644195814,0
1,5,2,3.050565079391129,0
3,2,5,2.5977823674190637,0
3,6,8,6.0012343384253635,1
7,7,1,5.477453115349257,1
3,6,9,3.251049452914768,0
7,2,2,4.836184130370215,0
4,7,3,3.3142094550136028,0
9,5,6,6.329302378779938,1
3,1,7,3.8032799899684897,0
7,6,5,7.181797188526816,1
4,7,4,6.288011106761038,1
8,1,4,4.63153736967395,0
4,5,9,5.93454711249831,1
4,6,8,6.012799645728724,1
8,5,2,4.9442236375447335,0
7,8,1,5.109477265303972,1
8,7,9,9.409931970723134,1
6,1,3,2.8502701837367788,0
3,9,2,3.8028286678857155,0
4,6,7,6.219177467381006,1
3,5,8,6.8279581443728254,1
1,5,1,2.3681888852870068,0
2,2,2,2.2133905113852803,0
3,8,7,6.154331186780742,1
9,5,5,6.376951846508281,1
6,2,2,4.509893637471709,0
6,1,8,4.577264545402934,0
8,2,5,4.970890276519256,0
8,3,9,6.69042920284296,1
1,9,6,5.74514275785536,1
9,2,3,4.15421092604788,0
5,8,5,6.848917666245411,1
6,7,2,4.462038859584291,0
1,3,1,1.0342136585842372,0
3,2,7,4.281772427631422,0
1,6,8,5.275959058577255,1
2,2,8,5.455054069373025,1
1,4,8,5.571881112364474,1
1,2,8,4.1702545108928035,0
1,3,7,4.594945734000309,0
4,7,6,3.109281773220624,0
2,8,3,4.223149112035589,0
8,7,9,7.367542225812313,1
7,7,8,6.601029762610977,1
8,3,4,6.950718622960553,1
1,4,3,3.17778632203544,0
4,3,3,3.2016389477605167,0
5,4,6,5.324480619385083,1
3,9,5,4.060797788622822,0
3,4,3,3.623756254828545,0
3,6,6,7.306616432319455,1
3,8,6,6.616149083146038,1
8,3,3,4.961970572985212,0
6,3,4,5.110510740472807,1
1,6,7,2.704433167750255,0
8,1,3,3.984273915024334,0
4,7,3,5.936971462106194,1
5,9,7,7.866124397133985,1
9,8,6,7.89562808334363,1
6,6,7,4.651220759993123,0
4,1,8,5.677751345623177,1
1,2,6,2.4035561226179607,0
4,3,2,2.2295591387152554,0
3,6,5,2.8464422999385093,0
8,2,2,3.3765488901358114,0
9,3,6,6.248256905768654,1
7,5,1,4.388424749090317,0
1,8,5,3.716071372776172,0
8,5,5,6.671000144593378,1
4,6,5,5.867410010690871,1
3,9,6,4.7032986229851055,0
1,5,9,4.180676665309208,0
8,3,3,4.978664944308885,0
9,2,2,4.130561677864836,0
9,5,4,5.775948245398189,1
1,8,2,2.286931772921103,0
8,3,9,7.5691585248677296,1
4,7,7,5.60187943726715,1
6,3,7,5.005630917211528,1
1,5,2,1.745315535498583,0
6,1,4,3.6629085210435846,0
5,7,2,4.817377801198688,0
4,9,5,6.562343789471975,1
6,1,3,5.004762654405457,1
8,8,9,8.288367848986324,1
7,3,5,5.719475334179776,1
7,4,3,4.6981861413374855,0
4,1,6,4.146734459285971,0
6,5,9,7.06724461410012,1
4,8,2,4.457447353786551,0
7,8,4,6.175649810223747,1
7,1,7,6.106979972363074,1
1,9,9,5.6886663528129,1
3,3,6,2.916717615066601,0
9,1,4,5.801788916015922,1
2,5,7,4.993694459997238,0
3,1,5,3.310667682495011,0
5,4,2,2.2927281588050006,0
7,1,9,5.212083647997517,1
5,2,4,3.555638483197767,0
7,1,5,3.5760336832911204,0
5,2,7,3.6817516115568836,0
4,9,1,3.489735195700816,0
4,2,7,3.8152333941829255,0
3,9,6,8.064112347929218,1
3,7,9,7.186526667170186,1
3,3,6,4.236404565598294,0
9,3,8,6.998913574640395,1
7,5,3,6.4444860518341605,1
1,7,8,5.028654330192756,1
1,9,3,3.29746652102532,0
2,9,4,4.80431892014103,0
1,8,8,5.25562104200705,1
2,2,9,4.4550369536270855,0
2,4,3,2.383136163099999,0
8,5,4,5.456753303226384,1
1,3,4,3.639039923742887,0
9,8,9,9.16404000082291,1
9,5,7,6.920270189039164,1
1,8,2,4.21526685260641,0
5,7,4,4.884789723098162,0
9,9,7,8.941632560004782,1
9,9,3,6.707379784682994,1
5,4,2,4.271173357850432,0
1,9,1,2.9797136325391214,0
4,1,4,3.7366426885291433,0
2,5,8,4.427404331889046,0
1,2,7,3.0001660856189587,0
1,6,1,4.481659427798763,0
4,4,3,4.22255200113479,0
1,8,7,3.5025152716089223,0
2,3,1,1.0177094740992194,0
6,5,9,6.263970649635822,1
5,9,7,5.434881329137265,1
7,8,2,6.344161597953248,1
5,6,1,4.488532983526079,0
1,3,3,2.7832062235370008,0
8,3,1,2.814939155770854,0
9,9,5,6.396978308734164,1
6,4,6,6.163424153769001,1
1,9,3,4.809471737367818,0
3,1,1,-0.3101070601199267,0
5,8,8,7.544824956486514,1
5,1,7,4.519659465977448,0
7,5,2,4.279578141533415,0
5,9,6,6.1532976417644765,1
3,8,4,5.8005184757875226,1
9,6,3,6.068276178331456,1
1,2,8,2.9864261706083983,0
3,3,5,4.827248531477367,0
5,4,2,5.209082580068399,1
4,7,7,6.481192073351432,1
9,9,4,7.135664976885903,1
7,7,6,6.648508784824663,1
8,5,5,7.185309548085136,1
1,2,3,1.1188068352760683,0
1,8,6,4.397878829262099,0
6,2,6,3.4515943474065156,0
7,7,6,7.761063690329711,1
8,4,8,7.335294592152631,1
5,9,9,8.667380616140814,1
3,5,5,2.9063943052256143,0
2,8,9,6.351810454825417,1
3,2,8,4.773727047263026,0
4,8,6,4.96286496020015,0
3,6,7,5.7251105563780476,1
4,5,5,4.397008046570916,0
7,3,2,3.7820774155291033,0
2,4,1,3.132018007553474,0
5,2,5,2.9624081552723744,0
9,8,3,6.725450860757604,1
7,9,3,6.01494440552853,1
4,9,4,6.7169433028603445,1
1,4,1,3.336436408806625,0
1,9,1,4.893389392339657,0
7,9,6,5.055440416304975,1
1,8,2,2.4306606886705118,0
6,8,5,6.273141343203575,1
4,4,8,7.348197148704457,1
4,6,9,4.500420320873534,0
1,3,2,0.9782703882219147,0
7,3,2,5.443073584292365,1
9,6,3,7.766714466805746,1
2,7,4,4.800646983886018,0
4,2,2,0.004485282205687557,0
5,2,1,2.9920331673593936,0
1,4,2,1.5869416757827075,0
2,3,1,3.5156261127440582,0
6,4,8,6.715329116113737,1
6,1,6,4.340669234726274,0
6,6,7,7.062454888819184,1
3,9,6,6.8722520889345695,1
7,7,2,4.824423049557856,0
6,7,6,5.033789138762799,1
7,6,6,5.024101935553229,1
2,6,5,5.039604785652762,1
2,2,7,3.405006587608181,0
4,4,8,5.89192176867484,1
8,9,2,4.428164933889544,0
2,9,3,6.953665082817658,1
5,5,4,6.289947324956072,1
1,6,7,6.6160092180367,1
1,7,6,4.631462706897164,0
9,5,3,6.636541616575737,1
4,7,7,6.566666776352168,1
4,6,2,4.880391829518046,0
8,4,9,7.993603268686352,1
5,3,5,2.4120310982319912,0
6,8,6,6.747608829835882,1
5,9,1,5.014555987876433,1
5,1,5,2.6731916543252234,0
1,7,9,4.664454750133066,0
9,7,2,5.473636833640885,1
1,2,3,2.0887751287128977,0
3,9,2,2.996580854403408,0
4,1,4,1.9745036928747413,0
6,2,9,5.40535461096172,1
6,4,2,3.995131591399032,0
7,4,4,7.573757633553807,1
1,5,9,4.586272819657627,0
6,7,4,6.805810479632687,1
8,1,8,5.363503793110001,1
6,9,1,6.759301184714815,1
4,4,8,4.50609405550633,0
6,5,2,3.8542454948546023,0
5,1,1,2.763532875635055,0
7,8,3,6.228770056802472,1
9,2,1,3.7464033766947997,0
8,4,1,6.934284844296503,1
1,6,4,4.980793550029981,0
9,7,8,9.062100057005114,1
6,4,6,4.719766551832056,0
6,9,6,7.432074776525793,1
8,8,1,6.56553896363371,1
7,4,5,5.63087494437054,1
8,2,3,4.742439737727098,0
7,3,5,5.284966752872613,1
5,6,2,4.6518861699285,0
9,8,5,7.57912410257138,1
2,1,7,2.9756674217215036,0
1,1,9,3.1211048970779554,0
7,3,6,6.527973224731035,1
8,4,7,7.483476273211714,1
8,9,1,7.026847776988179,1
6,6,9,6.203772086975626,1
7,2,8,5.810597802661894,1
6,6,4,4.867181970257978,0
1,4,7,4.560067354815562,0
9,3,7,7.507912259461865,1
6,3,4,4.400488164204291,0
9,4,1,3.8519283787363676,0
3,3,9,6.064744699685372,1
3,6,5,5.232581831276964,1
4,5,5,3.9398579009397117,0
4,2,8,3.5818590189535877,0
7,5,2,4.2299825110802605,0
5,5,2,3.780996770371525,0
5,7,4,6.725180276911977,1
8,8,1,7.775260207656441,1
1,4,7,5.684558430438994,1
9,7,5,5.650979023894666,1
2,1,9,4.756683452318217,0
4,1,2,2.14600015546768,0
9,2,4,4.469630670405218,0
8,7,9,10.401868891769595,1
8,2,3,4.899144208762387,0
9,6,4,7.582954228681436,1
2,8,6,3.8508381798240765,0
3,1,1,0.2501065258651636,0
5,6,1,2.538213025070924,0
5,4,6,3.6340322396968023,0
3,6,8,5.215448388898871,1
3,9,2,3.122134435444189,0
5,8,2,5.164668500448096,1
4,8,8,7.567248650800279,1
9,5,1,6.140201383743991,1
6,6,9,6.023401789667685,1
3,5,2,2.870492396525705,0
7,7,4,5.74684689340036,1
5,5,5,5.9978536751147375,1
6,6,3,5.4093125916713465,1
6,5,1,4.393536784205001,0
9,5,5,6.1840811425121665,1
5,6,4,5.034007481606567,1
3,2,9,5.5132557498529495,1
7,5,8,7.3441197982266075,1
7,8,4,8.32022454589591,1
3,8,3,4.0277112244924735,0
6,2,4,4.757387522198241,0
5,1,5,3.1409755809350615,0
8,7,3,6.373338532199334,1
8,6,7,7.922535180214127,1
9,1,2,5.085879711964208,1
1,8,3,3.2209931414874995,0
5,2,7,5.579280461218083,1
6,1,5,5.06786649630248,1
1,5,2,4.187175791966817,0
7,3,8,5.4092472466720025,1
3,3,4,3.420510479967243,0
9,7,6,7.372103887260178,1
1,8,9,5.7653997030425,1
7,8,1,4.523730182926423,0
7,9,2,4.94582123452916,0
2,9,2,2.9394118760068544,0
7,8,6,7.276555795106571,1
3,1,3,1.367194252595079,0
5,1,4,3.4335933973179626,0
5,9,7,6.801486629074524,1
4,6,3,5.012066117315148,1
3,6,2,2.604584870895158,0
1,6,4,4.113076925519508,0
6,1,3,3.994824276849176,0
3,2,7,4.737069339351633,0
4,4,7,3.275207343183843,0
7,5,7,6.918027458722455,1
3,7,1,3.462055938841698,0
4,8,5,6.97539910095642,1
3,7,5,5.50509436222484,1
7,1,2,3.5784190795803585,0
7,8,2,5.65202292694993,1
9,6,2,6.026005757777937,1
6,2,6,3.8149455774507333,0
2,2,8,3.613875392788674,0
9,5,3,5.751227772912427,1
7,4,4,6.069242856588376,1
9,1,2,5.099293486427166,1
8,1,8,4.760086347162119,0
2,1,2,2.4181279751672067,0
8,7,1,6.28585391969815,1
7,1,8,5.16518199045692,1
6,9,1,5.616517520164795,1
3,2,6,2.9599508198847886,0
9,5,3,6.689906262988526,1
4,1,2,3.387756017663595,0
6,4,1,4.092047175642052,0
5,2,9,6.109069860492448,1
2,7,2,5.427401390272728,1
9,8,2,6.716448976488625,1
7,2,5,6.068200513012819,1
5,1,5,3.2127744684656534,0
9,9,1,6.488004731017024,1
3,8,2,3.9861452405598428,0
2,3,6,6.633786865102063,1
5,6,2,3.6307178169060954,0
6,1,1,3.732281909973239,0
3,4,2,3.4935672639870194,0
8,4,1,3.7064341872994016,0
9,8,1,6.622293365595367,1
1,2,1,0.3988442687973648,0
7,1,5,5.013594199388079,1
3,7,8,8.557023066565215,1
5,8,3,5.019950290060437,1
8,6,6,8.135581949151932,1
1,3,8,2.986674863707477,0
7,8,9,7.3121701911449595,1
8,8,7,7.936775887618472,1
2,8,6,3.9407874061771286,0
1,1,6,2.633830020676707,0
4,2,2,2.564040147832711,0
1,2,8,3.6154600960433294,0
8,9,6,7.8172875214213065,1
6,9,6,5.944630517891114,1
9,7,9,9.694345322377572,1
5,4,7,2.856768907755075,0
3,2,8,3.4492568680475544,0
8,2,3,4.134991929065215,0
2,8,9,5.621073796634508,1
8,2,3,4.666724219099178,0
9,9,3,5.409871106037926,1
5,4,1,4.981871653916652,0
9,5,2,6.242050221038129,1
6,3,4,3.1829502018684592,0
2,4,1,2.674098441028984,0
2,6,8,4.712043975589699,0
2,4,1,2.998364178943831,0
3,7,9,7.033409846284268,1
5,6,9,7.007592686033562,1
6,1,4,5.262874533503156,1
8,9,5,8.140143101654292,1
9,8,6,8.513081812060358,1
3,4,9,6.4901779307860386,1
4,6,9,6.3994802043785635,1
3,5,1,3.6615508975265803,0
5,8,4,5.946815596375207,1
9,4,8,8.337123240813327,1
6,8,3,5.337033247493744,1
3,2,9,5.567745213172195,1
6,7,4,6.035623428217988,1
1,8,8,5.424370736097147,1
1,4,7,3.7710933090870107,0
2,1,5,2.096667453950354,0
5,8,6,7.423195575107402,1
6,2,8,6.410441826614722,1
5,7,7,6.017868159334963,1
1,6,9,5.89370291688263,1
6,9,5,5.735615478453959,1
7,1,9,5.8449850690013445,1
2,7,2,3.805279613416341,0
7,9,8,6.6864746306118334,1
2,5,3,1.7038225415074746,0
6,3,1,3.7806951268331974,0
1,3,5,2.172670101359981,0
4,4,1,3.5867868044774305,0
7,8,3,5.3778644423311865,1
4,1,5,2.4164802777061456,0
1,4,2,3.367105013593434,0
4,8,8,5.511846690577638,1
6,1,7,4.865008228861129,0
5,2,6,4.770590733839919,0
6,7,3,6.4069840827742635,1
8,7,5,6.748589250061523,1
8,4,7,6.600298898014412,1
4,6,3,4.986191213687083,0
5,4,9,7.17738416552298,1
1,2,4,1.605178466227041,0
8,7,8,7.408330215877453,1
6,5,6,5.988593310024625,1
6,4,5,5.875160151426258,1
5,5,6,5.448244775600216,1
8,9,8,7.2352918144589955,1
7,4,1,4.746792508365611,0
5,8,7,6.432816852322885,1
2,2,8,3.602841511167078,0
8,1,3,3.5977676645865166,0
5,4,5,4.56312409969469,0
5,6,4,5.058041351794013,1
3,7,6,5.072090638124043,1
9,5,7,7.357832964923144,1
1,6,8,3.963753077129539,0
2,1,5,3.392305733767739,0
4,8,9,4.795021875395128,0
7,8,4,6.585172106928174,1
3,4,4,4.361461389332589,0
6,4,7,6.764620610083658,1
5,2,3,2.8027963114329393,0
3,4,8,5.557308706191163,1
3,4,4,5.37389579812775,1
6,3,3,4.689880884026957,0
7,1,7,6.00536770004287,1
8,6,2,3.4686736586853497,0
5,1,3,3.8942902031296516,0
1,7,2,2.550386549170874,0
5,2,8,7.052466022537581,1
9,9,4,5.675218950862981,1
2,9,1,3.208748420457616,0
6,4,9,5.8886912712468416,1
1,6,4,2.2504713253950346,0
7,9,2,5.317538845812815,1
3,9,3,4.822275959855189,0
2,5,3,4.956096884477377,0
6,2,9,7.4851893688424,1
5,5,4,4.941744615586769,0
2,5,1,3.1314378872111392,0
1,8,7,6.021651581231492,1
5,9,5,5.772434370183056,1
6,6,8,6.6811638034601,1
8,3,6,6.9222490735624245,1
9,7,5,5.324944540091428,1
6,4,6,4.944455556099453,0
5,4,6,2.769227867306154,0
7,7,7,6.788958079373175,1
5,8,1,6.820845606039524,1
5,4,5,1.9302249011213868,0
4,5,8,3.9090483931873043,0
1,8,7,4.0871411930367465,0
5,2,2,3.778926116879215,0
3,7,1,4.536132398679849,0
7,1,5,3.1761238115133374,0
8,8,2,5.880987032809958,1
4,1,1,1.5623722732084144,0
4,6,1,4.202201991447862,0
6,2,4,5.535411083293886,1
1,8,3,3.895585957526416,0
1,9,4,6.703919450442518,1
4,3,8,4.629464901949027,0
1,6,5,2.778176355450158,0
8,7,4,4.528544713592529,0
2,1,5,3.573511238019065,0
3,2,1,1.94401382362089,0
4,4,8,5.453334947904127,1
1,5,9,4.847468485148565,0
3,3,2,3.025653248973075,0
5,5,8,4.75452006630336,0
8,1,9,6.975418662818659,1
3,4,4,2.795343889441122,0
5,8,5,5.277689435335227,1
8,2,4,4.683852736989104,0
5,2,7,5.106054014002677,1
2,8,8,4.904531204061739,0
8,4,8,6.426991148742095,1
3,4,9,5.072308450878768,1
9,1,2,4.134414182334816,0
5,7,4,5.309152590073645,1
6,4,8,6.0566490888731455,1
8,3,7,6.360391396512799,1
8,1,7,4.210776409935329,0
3,1,2,1.1588716632730844,0
4,4,3,4.447875207269515,0
2,2,6,3.4854932990794603,0
9,8,8,8.979330324080006,1
4,8,8,6.629628585344514,1
3,4,2,3.12545253465532,0
4,6,4,5.358583294633343,1
8,6,8,7.269000332601896,1
9,8,8,9.194450002053511,1
7,7,9,6.555505565265857,1
4,4,6,6.536971964604657,1
9,8,5,5.519416552662393,1
5,4,8,3.6811617029780983,0
8,3,2,2.150366656790854,0
4,6,8,5.550339770386299,1
2,3,2,2.5779908454943707,0
6,6,1,2.735622037781257,0
3,3,6,2.5992348988764666,0
1,6,5,4.775195414557663,0
2,7,8,6.9855798221441106,1
5,3,6,4.400005269826767,0
8,7,5,6.990062617242553,1
1,5,3,3.378260519371442,0
4,8,2,4.681887733984436,0
1,5,2,4.268015345849584,0
1,6,1,2.557098268597423,0
5,8,2,6.776274290018678,1
3,1,1,2.3477675784465006,0
7,6,6,6.127472880057456,1
8,4,9,6.63390420383333,1
4,8,4,5.9171125331596786,1
9,8,1,5.406546964759863,1
5,7,9,6.131282745412734,1
9,5,6,8.407996249587883,1
4,6,3,5.904257040926035,1
9,5,8,8.832421521711845,1
3,8,2,3.3864882978398008,0
6,8,4,3.8256965307923467,0
2,6,2,2.0163703531532597,0
1,1,5,2.381602171120329,0
6,5,2,5.771541657314312,1
8,6,4,5.030459751827701,1
3,8,6,6.161109737081595,1
1,3,4,2.772230489106855,0
6,1,5,3.2755588955025865,0
5,5,6,5.512497209876382,1
4,3,6,3.549580965580222,0
1,4,4,3.1514182763035867,0
7,1,8,5.844090540031972,1
2,5,1,2.801725405982009,0
8,4,1,4.713506432748693,0
9,1,4,4.548148861994886,0
9,2,8,6.7833529338237595,1
4,2,7,3.256539936390742,0
3,7,7,6.0633258739343185,1
4,4,8,6.011180971977896,1
7,2,7,4.8590771268233315,0
6,3,8,4.681642053599851,0
8,6,1,4.5250198462091875,0
7,9,6,6.474660549165006,1
8,8,9,7.89015264713772,1
4,3,9,4.9345336467224215,0
7,9,2,6.473020876616295,1
6,1,1,1.1228748383467662,0
5,7,3,4.681317141458052,0
3,4,7,4.0644835699715856,0
6,9,4,6.618650131052287,1
7,7,6,7.548247105000048,1
7,8,3,5.508515922307694,1
9,9,2,6.986507213088249,1
2,7,9,3.920670708832302,0
2,5,9,4.830299186231586,0
5,8,5,6.653543168354981,1
8,8,4,6.218644520199041,1
7,7,1,5.203447990383232,1
9,9,4,8.265057901461873,1
8,3,1,2.8648642387293526,0
3,2,7,3.1817981407719045,0
2,9,4,5.130745792354544,1
2,4,9,3.4857858741773473,0
8,1,8,7.290606865103083,1
9,8,5,6.985633068650648,1
5,9,8,6.63650592451748,1
3,7,3,3.7631993230310483,0
5,9,3,7.538256222819439,1
4,3,7,5.787239349172151,1
2,5,3,1.5438909470940034,0
6,1,4,2.7312183663788527,0
1,4,2,1.8900709080997542,0
2,3,8,6.27928274599092,1
9,5,9,7.593635384627017,1
7,4,8,6.060656232930222,1
7,9,3,7.743485776236359,1
5,7,6,8.196184435106055,1
4,2,6,4.042443070707422,0
4,8,2,4.986233674148135,0
8,1,5,5.794529611562431,1
8,7,4,7.255771170338775,1
6,1,5,3.656485967058807,0
9,1,8,6.353163885041598,1
2,4,6,3.239445756345717,0
7,4,1,4.428043424272838,0
3,3,4,3.630386421239816,0
9,8,7,8.420184702781054,1
5,7,3,4.482730117578018,0
9,3,2,4.878701500637542,0
7,2,5,3.5774442383767524,0
2,3,7,3.452531452752262,0
4,9,9,7.07871960381153,1
4,2,5,5.974871471591307,1
3,8,1,4.875702910834718,0
8,3,2,5.3791407604914365,1
4,8,2,4.809328207725915,0
3,8,8,6.273630315780276,1
1,8,4,3.6682292561878005,0
3,3,3,2.2522818804782583,0
7,2,3,3.95327246261637,0
2,2,8,3.4488246711275066,0
5,8,3,3.9738229510499545,0
7,1,7,6.431251982054042,1
7,7,2,4.7605953804239975,0
2,7,2,2.9557832109596482,0
6,6,9,5.937238144590577,1
8,2,5,4.693601986032645,0
2,5,2,3.6448296247579517,0
3,9,9,6.613129093672282,1
3,6,8,6.894942559830692,1
9,8,5,6.86871251392555,1
1,5,1,2.3424213410775376,0
6,9,2,6.280300939832898,1
4,3,5,4.437795973311581,0
8,7,4,5.271800207179959,1
2,8,2,3.8094006940819436,0
8,3,4,6.362546222156476,1
1,2,3,1.714263897471557,0
5,3,5,5.903148160183793,1
7,3,8,5.923885698555144,1
7,8,4,6.2497841687203755,1
5,1,1,3.6116121236771352,0
2,9,9,4.638517502621218,0
7,8,3,5.814089519739034,1
5,7,9,5.967911609900396,1
9,9,9,8.876042376465819,1
6,4,4,4.916504816694678,0
2,2,2,3.220850234962929,0
3,7,6,5.787608712190767,1
5,7,6,5.231255588310624,1
9,1,4,5.393425867100517,1
6,7,4,6.397512029203712,1
8,2,2,4.266990518052485,0
5,3,7,4.893779305650885,0
1,3,3,2.058872798680409,0
1,7,7,3.577807404592162,0
1,6,6,5.260408999500949,1
9,6,6,6.896539124769587,1
3,8,8,4.153090715191244,0
5,7,2,5.193247944791424,1
9,4,5,6.9088869377726745,1
2,7,1,3.1171152060159963,0
7,8,2,5.239159997857675,1
4,8,2,3.5708741240629456,0
7,4,9,9.129891442203334,1
5,2,4,2.3838925095096553,0
1,8,7,5.705651115262089,1
8,2,7,3.989035316683794,0
7,4,2,5.595466103491592,1
1,2,4,0.4833420820829051,0
2,9,3,4.984693804018532,0
8,4,9,7.403938837391985,1
5,8,5,5.8052914091189125,1
7,9,1,4.118976214970725,0
3,2,2,0.8494836792164431,0
6,3,3,2.8878679283772795,0
7,4,8,6.127235354193787,1
6,5,1,5.314034492907934,1
1,7,7,3.19334737635116,0
6,7,7,7.903442646117404,1
2,6,3,3.00657237334162,0
2,5,3,3.000543281885125,0
3,9,3,6.126239106024867,1
1,8,3,3.6979136845503553,0
5,5,2,4.408459879547278,0
8,5,5,5.870330218471064,1
3,4,7,5.5728326392181,1
8,9,4,6.283536250268451,1
8,5,7,4.706822800463806,0
5,6,3,3.6626102922014496,0
5,7,9,5.889150310078289,1
9,1,9,7.6116527935056695,1
7,4,7,5.492984786377665,1
6,4,9,5.896524077170426,1
9,1,4,5.006191469629722,1
2,7,7,3.8633995602395546,0
7,9,1,3.836503029635339,0
8,2,4,5.8912161780077135,1
8,4,4,4.232589007719201,0
6,8,4,3.508686382771702,0
5,8,6,7.74751505405919,1
6,8,6,6.517849059817343,1
5,3,2,4.415929480814266,0
4,7,4,5.486288593732397,1
4,7,8,6.294400288492781,1
4,6,6,4.392596259348882,0
6,5,8,6.072279167303055,1
8,9,3,7.530041293299399,1
8,7,3,6.640654297862068,1
1,1,9,4.348904898186747,0
5,2,8,3.6733862093759164,0
6,4,7,6.342774367599516,1
8,6,3,5.825794383620731,1
6,2,1,4.037097158130272,0
1,9,5,5.748848316679585,1
6,8,4,4.249692882873026,0
8,2,5,4.730790466422125,0
7,4,4,4.971194787198236,0
9,1,4,5.68599189752455,1
8,9,4,5.636515960323807,1
1,4,2,2.1293616105401187,0
5,3,7,6.593738340996227,1
4,8,5,3.4617093357768054,0
9,9,6,7.624362781723632,1
3,1,4,2.926190929485288,0
7,1,5,6.049952975657113,1
3,8,7,4.751556406318525,0
5,9,3,5.277763009204461,1
3,8,9,7.684338779413968,1
1,2,1,2.3059926925839993,0
4,2,8,5.52811717131487,1
3,6,4,4.51461294261801,0
6,2,3,3.477477939366216,0
6,4,7,4.612819146897334,0
8,7,9,7.507599297898285,1
4,8,9,5.689214167786612,1
1,2,1,1.4834237338515015,0
6,7,9,8.105143313122978,1
3,7,8,6.368103125675541,1
8,1,5,3.203796598547248,0
6,1,7,6.2091029050757305,1
3,8,7,5.086995411320158,1
2,2,1,1.7334702756714175,0
4,7,1,2.7681201510676363,0
8,9,2,8.837507793781704,1
8,7,3,6.43300957028857,1
1,6,4,6.206313896993846,1
4,6,8,6.72384773533652,1
1,6,4,2.650240625975197,0
3,6,7,3.0234982756616686,0
4,8,7,7.053908027216041,1
2,1,7,4.210823255901327,0
7,2,7,7.487800772429316,1
7,8,1,5.783194764055603,1
6,6,6,6.647877593793002,1
7,8,8,8.084253350043069,1
2,6,3,2.078346635760828,0
2,5,5,3.5627952991465333,0
5,2,4,3.804494209708217,0
7,7,5,6.205766524014964,1
6,3,6,7.294217266340229,1
7,7,3,5.421302611461674,1
7,3,9,7.952916163627327,1
4,7,5,5.370148984207155,1
9,7,3,5.840558528144498,1
6,2,2,2.99376093544893,0
8,8,3,7.5223923988755566,1
9,2,6,6.017638160271671,1
6,3,6,3.858353668544339,0
7,5,6,4.8118034443483495,0
9,8,1,6.230246504456139,1
